trial.en-fr.0	report	VERB	en	17	fr	4	Any alterations which it is proposed to make as a result of this review are to be reported to the Interdepartmental Committee on Charter Repertory for its approval .	Il  a  aussi  été  indiqué  que  ,  selon  les  dossiers  médicaux  ,  Justiniano  Hurtado  Torre  était  mort  de  maladie  .
trial.en-fr.1	report	VERB	en	17	fr	2-3	Any alterations which it is proposed to make as a result of this review are to be reported to the Interdepartmental Committee on Charter Repertory for its approval .	Les  participants  feront  rapport  directement  à  les  autorités  compétentes  de  leurs  pays  .
trial.en-fr.2	yet	ADV	en	19	fr	55	The Group also pointed out that it had in its files a total of 378 cases that had not yet been clarified .	On  a  noté  qu’  il  faudrait  poursuivre  les  discussions  sur  ces  points  et  d’  autres  questions  sélectionnées  ,  car  la  télédétection  peut  manifestement  beaucoup  apporter  à  les  pays  en  développement  ,  à  la  différence  d’  autres  technologies  en  devenir  ,  tels  que  les  activités  manufacturières  dans  l’  espace  ,  dont  les  avantages  ne  sont  pas  encore  évidents  ,  pour  ces  pays  de  le  moins  .
trial.en-fr.3	yet	ADV	en	19	fr	5	The Group also pointed out that it had in its files a total of 378 cases that had not yet been clarified .	Toutefois  ,  on  n'  a  encore  établi  aucun  critère  juridique  précis  pour  déterminer  quels  cas  individuels  peuvent  être  examinés  à  l'  échelon  international  sans  le  consentement  de  l'  Etat  en  cause  (  compte  tenu  de  ce  qui  précède  )  .
trial.en-fr.4	receive	VERB	en	14	fr	15	In the circumstances , the Committee finds that such medical attention as the author received while on death row did not violate articles 7 or 10 , paragraph 1 .	Dans  ces  conditions  ,  le  Comité  considère  qu'  en  ce  qui  concerne  les  soins  médicaux  dispensés  à  l'  auteur  lorsqu'  il  se  trouvait  dans  le  quartier  de  les  condamnés  à  mort  il  n'  y  a  pas  violation  de  l'  article  7  ni  de  le  paragraphe  1  de  l'  article  10  .
trial.en-fr.5	receive	VERB	en	14	fr	7	In the circumstances , the Committee finds that such medical attention as the author received while on death row did not violate articles 7 or 10 , paragraph 1 .	Soixante-treize  pour  cent  d’  entre  eux  ont  reçu  leur  formation  dans  des  établissements  de  pays  en  développement  et  27  %  dans  des  établissements  de  pays  développés  .
trial.en-fr.6	sixth	NOUN	en	13	fr	21	Of the costs apportioned to administrative operations , one third ( or one sixth of the total ) is borne by the United Nations .	Cette  affirmation  ne  vaut  que  pour  la  consommation  de  cocaïne  et  d'  héroïne  ,  qui  ne  représente  pas  plus  d'  un  sixième  de  les  cas  de  toxicomanie  ,  selon  les  propres  estimations  de  le  PNUCID  .
trial.en-fr.7	sixth	NOUN	en	13	fr	9	Of the costs apportioned to administrative operations , one third ( or one sixth of the total ) is borne by the United Nations .	Aux  Etats—Unis  ,  l'  industrie  alimentaire  compte  pour  un  sixième  de  les  crêtes  tarifaires  ,  et  les  droits  se  situent  également  ,  pour  la  plupart  ,  dans  une  fourchette  de  12  à  100  %  .
trial.en-fr.8	article	NOUN	en	24	fr	13	Article 6 should be made as strong as possible , and it was necessary to look into other instruments in order to bring this article into line with them .	Il  a  fait  observer  que  Chypre  avait  fait  la  déclaration  prévue  à  l'  article  14  de  la  Convention  et  étudiait  la  possibilité  de  ratifier  l'  amendement  à  le  paragraphe  6  de  l'  article  8  .
trial.en-fr.9	article	NOUN	en	24	fr	1	Article 6 should be made as strong as possible , and it was necessary to look into other instruments in order to bring this article into line with them .	L'  article  23  assurerait  une  bonne  protection  contre  les  changements  de  gouvernement  et  les  revirements  idéologiques  .
trial.en-fr.10	observe	VERB	en	9	fr	13	Similar cases of discrimination concerning property rights have been observed elsewhere in the Federation , including in Sarajevo and Vares ( under the effective control of Bosniak authorities ) and Capljina and Stolac ( controlled by Bosnian Croats ) .	D'  autres  cas  de  discrimination  en  matière  de  droits  de  propriété  ont  été  observés  ailleurs  dans  la  Fédération  ,  y  compris  à  Sarajevo  et  à  Vares  (  sous  contrôle  de  fait  des  autorités  bosniaques  )  et  à  Capljina  et  Stolac  (  sous  contrôle  de  les  Croates  de  Bosnie  )  .
trial.en-fr.11	observe	VERB	en	9	fr	5	Similar cases of discrimination concerning property rights have been observed elsewhere in the Federation , including in Sarajevo and Vares ( under the effective control of Bosniak authorities ) and Capljina and Stolac ( controlled by Bosnian Croats ) .	6.4  Le  Comité  a  fait  observer  néanmoins  que  l'  auteur  a  affirmé  n'  avoir  pas  bénéficié  d'  un  procès  équitable  à  le  sens  de  l'  article  14  de  le  Pacte  et  avoir  été  victime  de  discrimination  en  raison  de  sa  nationalité  .
trial.en-fr.12	event	NOUN	en	16	fr	4	Efforts should also be pursued to develop educational exchange programmes , cultural activities and even sports events , such as football matches ( with mixed - nationality teams ) , which bring children and youth together .	De  même  ,  en  cas  de  greffe  ,  le  donneur  décédé  doit  continuer  à  avoir  droit  à  le  respect  de  son  corps  et  de  sa  dignité  ,  tout  comme  le  donneur  vivant  qui  devrait  être  protégé  contre  toute  pression  .
