trial.en-zh.0	report	VERB	en	17	zh	2-3	Any alterations which it is proposed to make as a result of this review are to be reported to the Interdepartmental Committee on Charter Repertory for its approval .	它  还  报告  说  ，  根据  医疗  记录  ，  Justiniano  Hurtado  Torre  死  于  疾病  。
trial.en-zh.1	report	VERB	en	17	zh	7-8	Any alterations which it is proposed to make as a result of this review are to be reported to the Interdepartmental Committee on Charter Repertory for its approval .	参加  者  将  向  本国  有关  当局  进行  汇报  。
trial.en-zh.2	yet	ADV	en	19	zh	45	The Group also pointed out that it had in its files a total of 378 cases that had not yet been clarified .	会议  指出  有关  这些  要点  及  其他  选定  问题  的  讨论  应  继续  进行  下去  ，  因为  遥感  与  其他  新  出现  的  诸如  在  空间  环境  的  制造  等  技术  领域  不同  ，  这些  技术  的  好处  对  发展  中  国  家  来  说  还  不  明显  ，  而  遥  感毫  无  疑问  是  发展  中  国  家  的  一  项  重要  工具  。
trial.en-zh.3	yet	ADV	en	19	zh	2-3	The Group also pointed out that it had in its files a total of 378 cases that had not yet been clarified .	但是  ，  尚  未  有  明确  的  法律  框架  来  确定  哪些  个人  案件  可  不经  有关  国家  的  同意  即  在  国际  上  进行  讨论  (  考虑  到  上文  所述  的  情况  )  。
trial.en-zh.4	receive	VERB	en	14	zh	0	In the circumstances , the Committee finds that such medical attention as the author received while on death row did not violate articles 7 or 10 , paragraph 1 .	收到  的  报告  还  表明  ，  Sernovodsk  被  完全  封锁  起来  ，  使得  城里  14,000  人  (  其中  许多  人  是  来  自  车臣  其它  地方  的  流离  失所  者  ，  无法  逃离  。
trial.en-zh.5	receive	VERB	en	14	zh	21	In the circumstances , the Committee finds that such medical attention as the author received while on death row did not violate articles 7 or 10 , paragraph 1 .	1995  年  接受  训练  的  联合  国  大学  研究  员  之中  有  百分  之七十三  在  发展  中  国家  的  机构  里  接受  培训  ;  百分  之  二十七  在  工业  国家  的  机构  接受  培训  。
trial.en-zh.6	sixth	NOUN	en	13	zh	30	Of the costs apportioned to administrative operations , one third ( or one sixth of the total ) is borne by the United Nations .	这  种  说法  只  适用  于  可卡  因  和  海洛因  的  滥用  问题  ，  而  根据  药物  管制  署  自己  估计  数  ，  这  只  占毒  品  滥用  情况  的  六分  之  一  。
trial.en-zh.7	sixth	NOUN	en	13	zh	11	Of the costs apportioned to administrative operations , one third ( or one sixth of the total ) is borne by the United Nations .	食品  业  在  美国  占  所  有  关  税峰  值  的  六分  之  一  ，  也  大  体处  在  12%  至  100%  的  范围  之内  。
trial.en-zh.8	article	NOUN	en	24	zh	10	Article 6 should be made as strong as possible , and it was necessary to look into other instruments in order to bring this article into line with them .	他  指  出  ,塞浦路斯  已  根据  《  公约  》  第14  条  发表  声明  并  考虑  批准  第8  条  第6  款  的  修正  案  。
trial.en-zh.9	article	NOUN	en	24	zh	1	Article 6 should be made as strong as possible , and it was necessary to look into other instruments in order to bring this article into line with them .	第23  条  对  防止  政府  和  意识  形态  变  更  带来  不利  后果  提供  了  很好  的  保护  。
trial.en-zh.10	observe	VERB	en	38-39	zh	3-4	关于  财产  权利  的  类似  歧视  案件  在  穆克  联邦  的  其他  地方  ，  如  萨拉热窝  和  瓦雷什  (  在  波斯尼亚  当局  实际  控制  之下  )  和  查普利纳  、  斯托拉茨  (  在  波黑克  族  控制  之下  )  也  有  发生  。	6.4  委员  会  注意  到  提交  人声  称  根据  盟约  第14  条  的  意义,  他  没有  得到  公正  的  审讯  ,并  声称  他  因  其  国籍  而  受到  歧视  。
trial.en-zh.11	observe	VERB	en	38-39	zh	14	关于  财产  权利  的  类似  歧视  案件  在  穆克  联邦  的  其他  地方  ，  如  萨拉热窝  和  瓦雷什  (  在  波斯尼亚  当局  实际  控制  之下  )  和  查普利纳  、  斯托拉茨  (  在  波黑克  族  控制  之下  )  也  有  发生  。	尽管  采取  了  上述  一些  援助  措施  ，  但  几  年  来  仍  未  看到  人口  的  营养  情况  有  所  好转  。
trial.en-zh.12	event	NOUN	en	17	zh	2-3	还  应  作出  努力  ，  实施  教育  交流  计划  ，  开展  文化  活动  ，  甚至  举行  体育  比赛  ，  如  足球  赛(  由  各  国籍  的  儿童  编队  )  ，  将  儿童  和  青年  聚集  在  一起  。	同样  ，  如果  要  作  器官  移植  ，  已  死亡  的  器官  捐赠  者  必须  象活  着  的  器官  捐赠  者  一样  ，  继续  有权  使  他  的  身体  和  尊严  得到  尊重  ，  免于  受到  任何  压力  。
trial.en-zh.13	event	NOUN	en	17	zh	2	还  应  作出  努力  ，  实施  教育  交流  计划  ，  开展  文化  活动  ，  甚至  举行  体育  比赛  ，  如  足球  赛(  由  各  国籍  的  儿童  编队  )  ，  将  儿童  和  青年  聚集  在  一起  。	这  次  事件  发生  在  西岸  希伯伦  市  Al  Ibrahimi  神殿  旁  。
trial.en-zh.14	open	ADJ	en	10-11	zh	15	特别  在  农村  地区  ，  执行  这  项  决定  可能  会  引起  误解  。	39.  因  此  ，  发展  中  国  家  的  经济  对  外国  直接  投资  更  开放  ，  这些  国家  采取  了  鼓励  这  种  投资  的  各种  措施  以  促进  外国  技术  、  销售  和  管理  知识  的  转让  和  传播  。
trial.en-zh.15	open	ADJ	en	10-11	zh	6	特别  在  农村  地区  ，  执行  这  项  决定  可能  会  引起  误解  。	这些  手段  可以  作  为  进行  公开  、  深入  和  建设  性  的  讨论  工程  处  的  任务  、  能力  和  行动  的  优先  方向  时  的  基础  。
trial.en-zh.16	procedure	NOUN	en	20	zh	8	因  此  ，  委员  会  建议  在  拟订  本  议定  书草  案  含有  的  规定  时  体现  这样  一  种  程序  。	此外  ，  该  委员  会  还  积极  采取  行动  ，  对  种族  歧视  现象  及  早发  出  警告  ，  并  及时  处理  ，  从而  对  防止  种族  歧视  做出  了  重大  贡献  。
trial.en-zh.17	procedure	NOUN	en	20	zh	9	因  此  ，  委员  会  建议  在  拟订  本  议定  书草  案  含有  的  规定  时  体现  这样  一  种  程序  。	在  有些  国家  ，  处理  庇护  申请  的  行政  程序  不  再  规定  正当  程序  方面  的  充分  的  法律  保护  ；  而且  ，  签证  制度  的  扩展  、  对  承运  人  的  制裁  、  以及  在  国外  机场  进行  的  检查  等  已经  使  一些  可能  需要  得到  国际  保护  的  人  甚至  不  可能  进入  某国  国境  。
trial.en-zh.18	early	ADJ	en	5-6	zh	3	主任  专员  的  反应  是  ,及  早  采取  减少  支  出行  动,  于  1997  年  2  月  实行  新  一  轮  的  紧缩  措施  ,  年度  数额  为  1870万  美  元  。	到  1996  年  初  ，  全  世界  与  互联  网  连接  的  计算  机  主机  估计  已  超过  900万  台  。
