trial.en-ar.0	report	VERB	en	17	ar	1	Any alterations which it is proposed to make as a result of this review are to be reported to the Interdepartmental Committee on Charter Repertory for its approval .	و  أبلغ  أيضاً  أن  وفاة  "  خوستنيانو  هورتادو  توري  "  ترجع  ،  حسب  التاريخ  اﻻكلينيكي  ،  إلى  المرض .
trial.en-ar.1	report	VERB	en	17	ar	2-4	Any alterations which it is proposed to make as a result of this review are to be reported to the Interdepartmental Committee on Charter Repertory for its approval .	و  سوف  يرفع  المشاركون  تقارير  عن  الحلقة  الى  السلطات  المختصة  في  بلدان  هم .
trial.en-ar.2	yet	ADV	en	19	ar	39	The Group also pointed out that it had in its files a total of 378 cases that had not yet been clarified .	و  أشار  الى  ضرورة  مواصلة  مناقشة  هذه  النقاط  و  مسائل  مختارة  أخرى  ﻷن  اﻻستشعار  عن  بعد  يمثل  دون  ريب  أداة  هامة  ل  البلدان  النامية  ،  ب  خدف  مجاﻻت  التكنولوجيا  الناشئة  اﻷخرى  ،  مثل  الصناعة  الفضائية  ،  التي  لم  تتضح بعد  فوائد  ها  ب  النسبة  ل  تلك  البلدان .
trial.en-ar.3	yet	ADV	en	19	ar	5-6	The Group also pointed out that it had in its files a total of 378 cases that had not yet been clarified .	إﻻ  أن  ه  لم  يتم  حتى  اﻵن  وضع  أي  مبادئ  توجيهية  قانونية  و  أضحة  ل  تحديد  أي  الحاﻻت  الفردية  يمكن  أن  تكون  موضع  نظر  على  المستوى  الدولي  دون  توفّر  موافقة  الدولة  المعنية (  على  ضوء  ما  ورد  بيان  ه  أعد  ه  ) .
trial.en-ar.4	receive	VERB	en	14	ar	3	In the circumstances , the Committee finds that such medical attention as the author received while on death row did not violate articles 7 or 10 , paragraph 1 .	و  أشارت  التقارير الواردة  أيضــاً  إلـى  أن  سيرنوفودسك  قد  حوصرت  تماماً  ل  منع  هروب  ٠٠٠  ٤١  نسمة  يعيشون  في  المدينة  ،  من  بين  هم  كثير  من  اﻷشخاص  المشردين  من  أنحاء  أخرى  من  الشيشان .
trial.en-ar.5	receive	VERB	en	14	ar	11-12	In the circumstances , the Committee finds that such medical attention as the author received while on death row did not violate articles 7 or 10 , paragraph 1 .	و  في  عام  ١٩٩٥  ،  تم  تدريب  ٧٣  في  المائة  من  الحاصلين  على  زماﻻت  من  الجامعة  في  مؤسسات  البلدان  النامية  ؛  و  تم  تدريب  ٢٧  في  المائة  من  هم  في  مؤسسات  في  البلدان  الصناعية .
trial.en-ar.6	sixth	NOUN	en	13	ar	20	Of the costs apportioned to administrative operations , one third ( or one sixth of the total ) is borne by the United Nations .	و  لا  ينطبق  هذا  الزعم  إلا  على  تعاطي  الكوكايين  و  الهيروين  فقط  ،  و  هو  ما  لا  يمثل  أكثر  من  سدس  حالات  إساءة  استعمال  المخدرات  حسب  تقديرات  البرنامج  ذات  ه .
trial.en-ar.7	sixth	NOUN	en	13	ar	4	Of the costs apportioned to administrative operations , one third ( or one sixth of the total ) is borne by the United Nations .	و  تمثل  صناعة  اﻷغذية  سُدس  جميع  الذرى  التعريفية  في  الوﻻيات  المتحدة  حيث  تتراوح  هذه  أيضاً  على  العموم  بين  ٢١  و  ٠٠١  في  المائة .
trial.en-ar.8	article	NOUN	en	24	ar	11	Article 6 should be made as strong as possible , and it was necessary to look into other instruments in order to bring this article into line with them .	و  ذكر  أن  قبرص  قد  أصدرت  اﻹعلان  الذي  تقضي  ب  ه  المادة  ١٤  من  اﻻتفاقية  ،  و  هي  تنظر  في  أمر  التصديق  على  تعديل الفقرة  ٦  من  المادة  ٨ .
trial.en-ar.9	article	NOUN	en	24	ar	2	Article 6 should be made as strong as possible , and it was necessary to look into other instruments in order to bring this article into line with them .	و  تكون المادة  ٣٢  حماية  جيدة  من  تغيﱡرات  الحكومات  و  أديديولوجيات .
trial.en-ar.10	observe	VERB	en	1	ar	4	و  لوحظت  حاﻻت  تمييز  مماثلة  تتعلق  ب  الحقوق  المتعلقة  ب  الملكية  في  أماكن  أخرى  من  اﻻتحاد  ،  ب  ما  في  ها  في  سراييفو  و  فاريس  (  الواقعتين  تحت  السيطرة  الفعلية  ل  السلطات  البوسنية )  و  في  كابلينيا  و  س  تودتش  (  اللتين  يسيطر  علي  هما  الكروات  البوسنيون  ) .	٦  -  ٤  و  لاحظت  اللجنة  أن  صاحب  البلاغ  ادعى  أن  ه  لم  يحصل  على  محاكمة  عادلة  ،  في  إطار  معنى  المادة  ٤١  من  العهد  ،  و  أن  تمييزا  حصل  ضد  ه  ب  سبب  جنسية  ه  .
trial.en-ar.11	observe	VERB	en	1	ar	8	و  لوحظت  حاﻻت  تمييز  مماثلة  تتعلق  ب  الحقوق  المتعلقة  ب  الملكية  في  أماكن  أخرى  من  اﻻتحاد  ،  ب  ما  في  ها  في  سراييفو  و  فاريس  (  الواقعتين  تحت  السيطرة  الفعلية  ل  السلطات  البوسنية )  و  في  كابلينيا  و  س  تودتش  (  اللتين  يسيطر  علي  هما  الكروات  البوسنيون  ) .	و  على  الرغم  من  عمليات  التدخل  هذه  ،  لم  يُسجل  أي  تحسن  ملحوظ  في  الحالة  التغذوية  ل  السكان  على  مر  السنين  .
trial.en-ar.12	event	NOUN	en	16	ar	5	Efforts should also be pursued to develop educational exchange programmes , cultural activities and even sports events , such as football matches ( with mixed - nationality teams ) , which bring children and youth together .	و  ب  المثل  ينبغي  في حالة  زرع  اﻷعضاء  أن  يظل  المتبرع  المتوفى  يحظى  ب  احترام  جسد  ه  و  كرامة  ه  شأن  ه  شأن  المتبرع  الحي  الذي  ينبغي  حماية  ه  من  كل  ضغط .
trial.en-ar.13	event	NOUN	en	16	ar	4	Efforts should also be pursued to develop educational exchange programmes , cultural activities and even sports events , such as football matches ( with mixed - nationality teams ) , which bring children and youth together .	و  قد  وقع  هذا  الحادث  ب  جوار  الحرم  اﻻبراهيمي  في  مدينة  الخليل  ب  الضفة  الغربية .
trial.en-ar.14	open	ADJ	en	6	ar	12	Implementation of this decision may be open to misinterpretation , especially in rural areas .	٩٣  -  و  نتيجة  ل  ذٰلك  ،  أصبحت  اقتصادات  البلدان  النامية  أكثر  انفتاحاً  على  اﻻستثمار  اﻷجنبي  المباشر  و  اعتمدت  تدابير  ل  حفز  تدفق  هذا  اﻻستثمار  إلي  ها  بغية  تعزيز  نقل  ونشر  التكنولوجيا  و  التسويق  و  المعرفة  الفنية  اﻻدارية  اﻷجنبية .
trial.en-ar.15	open	ADJ	en	6	ar	8	Implementation of this decision may be open to misinterpretation , especially in rural areas .	و  س  تكون  هذه  المناهج  أساساً  ل  مناقشة  مفتوحة  متعمقة  و  بناءة  ﻷهداف  و  إمكانيات  و  أولويات  النشاط  التنفيذي  ل الأنروا .
trial.en-ar.16	procedure	NOUN	en	7	ar	8	The Committee therefore recommends that such a procedure be reflected in the provisions contained in the proposed draft protocol .	و  أثنت  أيضا  على  التدابير  التحذيرية  المبكرة  و الإجراءات  العاجلة  التي  اتخذت  ها  اللجنة  و  التي  تشكل  إسهام  ما  هاما  في  منع  التمييز  العنصري .
trial.en-ar.17	procedure	NOUN	en	7	ar	1	The Committee therefore recommends that such a procedure be reflected in the provisions contained in the proposed draft protocol .	إن اﻹجراءات  اﻹدارية  ل  معالجة  طلبات  اللجوء  في  بعض  البلدان  لم  تعد  تحمل  الضمانات  الكافية  المتوفرة  في  اﻹجراءات  القانونية  اﻷصولية  ،  و  التوسع  في  نظم  التأشيرة  ،  و  توقيع  الجزاءات  على  الناقلين  ،  و  إجراء  عمليات  الفحص  في  المطارات  الواقعة  في  الخارج  ،  كل  هذه  أمور  سدّت  حتى  مجرد  إمكانية  الدخول  ل  عدد  من  اﻷشخاص  ممن  قد  يكونون  في  حاجة  إلى  الحماية  الدولية .
trial.en-ar.18	early	ADJ	en	8	ar	1-2-3	In response , the Commissioner - General took early action to reduce expenditure by introducing a new round of austerity measures in February 1997 , in the amount of $ 18.7 million for the year .	ف  ب  حلول  أوائل  عام  ٦٩٩١  ،  كان  عدد  الحاسبات  المضيفة  المربوطة  ب  شبكة  اﻹنترنت  يقدﱠر  ب  أكثر  من  تسعة  ملايين  في  جميع  أنحاء  العالم  .
trial.en-ar.19	early	ADJ	en	8	ar	16	In response , the Commissioner - General took early action to reduce expenditure by introducing a new round of austerity measures in February 1997 , in the amount of $ 18.7 million for the year .	ف  استعمال  تكنولوجيا  الفضاء  يعطي  معلومات  يمكن  أن  تساعد  على  رصد  انتاج  الحبوب  و  توفير  انذار  مبكر  ب  اتجاهات  توفر  اﻷغذية  ،  خصوصا  في  المناطق  المعرضة  ل  الجفاف  .
