trial.ru-ru.0	принять	VERB	ru	13	ru	12	В отсутствие какой-либо информации от правительства Рабочая группа считает , что оно может принять решение на основании фактов и обстоятельств данных случаев , особенно ввиду того , что факты и утверждения , содержащиеся в сообщении , не были оспорены правительством , хотя ему и была предоставлена возможность сделать это.	Андорра , которая с XII века живет в условиях мира и свободы , приняла большое число беженцев - представителей различных рас и религий - и поддерживает деятельность Организации Объединенных Наций по борьбе со всеми формами расовой дискриминации .
trial.ru-ru.1	принять	VERB	ru	13	ru	12	В отсутствие какой-либо информации от правительства Рабочая группа считает , что оно может принять решение на основании фактов и обстоятельств данных случаев , особенно ввиду того , что факты и утверждения , содержащиеся в сообщении , не были оспорены правительством , хотя ему и была предоставлена возможность сделать это.	Следует выявить сотрудников , которые несут ответственность за такие нарушения , и принять по отношению к ним меры дисциплинарного воздействия .
trial.ru-ru.2	заседание	NOUN	ru	14	ru	11	Во время обсуждения любого вопроса каждый представитель может внести предложение о перерыве или закрытии заседания . Такие предложения не подлежат обсуждению и немедленно ставятся на голосование .	Он сомневается в целесообразности такого решения и считает , что планирование заседаний Пятого комитета не должно зависеть от работы пленарных заседаний .
trial.ru-ru.3	заседание	NOUN	ru	14	ru	23	Во время обсуждения любого вопроса каждый представитель может внести предложение о перерыве или закрытии заседания . Такие предложения не подлежат обсуждению и немедленно ставятся на голосование .	Далее , согласно протоколу , сразу после приведения третьего свидетеля к присяге судья по другим причинам в 15 ч. 38 м. перенес судебное заседание .
trial.ru-ru.4	год	NOUN	ru	3	ru	12	В мае 1987 года на вершине горы Окубо в 4,1 км к западу от пусковой площадки был построен новый телеметрический центр.	Так , более 100 000 пуэрториканцев приняли участие в демонстрации 14 июля прошлого года в знак протеста против присоединения .
trial.ru-ru.5	год	NOUN	ru	3	ru	10	В мае 1987 года на вершине горы Окубо в 4,1 км к западу от пусковой площадки был построен новый телеметрический центр.	Доля правонарушений , совершенных представителями этой народности , в последние годы практически не менялась .
trial.ru-ru.6	подтверждать	VERB	ru	2	ru	13	Она вновь подтверждает свое осуждение всех форм терроризма как преступных деяний , нарушающих суверенитет и целостность государств .	Указанный процесс был в значительной степени успешным в Папуа-Новой Гвинее , законы которой подтверждают автономию и права кланов как хранителей таких коллективных ресурсов , как земля , что представляет собой образец для обеспечения развития , в рамках которого действительно учитываются интересы людей .
trial.ru-ru.7	подтверждать	VERB	ru	2	ru	9	Она вновь подтверждает свое осуждение всех форм терроризма как преступных деяний , нарушающих суверенитет и целостность государств .	Второй доклад об оценках , посвященный климатическим изменениям , подтверждает те опасения , которые испытывают страны - члены Альянса .
trial.ru-ru.8	резолюция	NOUN	ru	5	ru	7	Соединенные Штаты голосовали против этой резолюции , поскольку ее принятие связано с опасностью подорвать усилия сторон - участниц прямых переговоров .	Расхождения во мнениях также затруднили процесс осуществления резолюции 50 / 227 Генеральной Ассамблеи .
trial.ru-ru.9	резолюция	NOUN	ru	5	ru	15	Соединенные Штаты голосовали против этой резолюции , поскольку ее принятие связано с опасностью подорвать усилия сторон - участниц прямых переговоров .	Оратор задается вопросом о том , можно ли ожидать от Специального комитета отступления от тех резолюций , которые он сам и разработал , и принятия поправок , которые по самой своей природе противоречат основным действующим соглашениям , особенно в части защиты прав и воплощении в жизнь устремлений народов несамоуправляющихся территорий , что является моральным и юридическим долгом международного сообщества .
