trial.fr-fr.0	sécurité	NOUN	fr	13	fr	7	Les autorités israéliennes ont continué à démolir des maisons pour des raisons de sécurité ou parce qu' elles avaient été construites sans permis .	Selon ces allégations , les forces de sécurité nigérianes auraient commis toute une série de violations de les droits de l' homme , en particulier contre le groupe ethnique de les Ogonis et , notamment , des personnes auraient été tuées et d' autres torturées , et il y aurait eu des arrestations massives ; le Gouvernement fédéral aurait fomenté l' antagonisme interethnique et , déclarait -on , tolérait une situation d' impunité à l' égard de les auteurs de violations de les droits de l' homme .
trial.fr-fr.1	sécurité	NOUN	fr	13	fr	22	Les autorités israéliennes ont continué à démolir des maisons pour des raisons de sécurité ou parce qu' elles avaient été construites sans permis .	Une coordination est nécessaire aussi bien en temps normal , c'est-à-dire lorsque règnent la paix et la stabilité , que lorsque la sécurité d' un pays est menacée de l' extérieur ou de l' intérieur .
trial.fr-fr.2	résolution	NOUN	fr	2	fr	18	Dans sa résolution 47 / 203 de le 22 décembre 1992 , l' Assemblée générale a pris note des responsabilités supplémentaires confiées à le Comité permanent de le Comité mixte .	Le représentant pense toutefois que la Deuxième Commission n' est pas l' instance appropriée pour ce projet de résolution qui contient des éléments très politiques .
trial.fr-fr.3	résolution	NOUN	fr	2	fr	18	Dans sa résolution 47 / 203 de le 22 décembre 1992 , l' Assemblée générale a pris note des responsabilités supplémentaires confiées à le Comité permanent de le Comité mixte .	Les quatre fusées destinées à mesurer les densités de le plasma , en valeur absolue et avec une résolution élevée , ont été lancées deux jours clefs , l' une près de midi heure locale et l' autre à minuit .
trial.fr-fr.4	création	NOUN	fr	22	fr	18	L’esprit de coopération qui s’ est établi entre les délégations à le cours de les réunions de le Comité préparatoire pour la création d’ une cour criminelle internationale montre que tous les partenaires ont la volonté de surmonter les difficultés et de s’ accorder sur le statut de la future cour .	Les politiques de le logement insistent sur l' élaboration d' instruments appropriés pour les appliquer , notamment la création de marchés fonciers efficaces , l' adoption de systèmes de financement novateurs , le développement de nouvelles technologies , la diversification de les programmes de construction de logements et la participation de la population .
trial.fr-fr.5	création	NOUN	fr	22	fr	21	L’esprit de coopération qui s’ est établi entre les délégations à le cours de les réunions de le Comité préparatoire pour la création d’ une cour criminelle internationale montre que tous les partenaires ont la volonté de surmonter les difficultés et de s’ accorder sur le statut de la future cour .	A cet égard , la Tunisie a axé son approche sur la mise en valeur de les ressources humaines dans la création de la richesse .
trial.fr-fr.6	assistance	NOUN	fr	7	fr	6	Elle a aussi constitué des équipes d' assistance à la formation composées maintenant de spécialistes ayant l' expérience de le maintien de la paix venus de toutes les régions de le monde .	Pour ce qui est de l' assistance économique fournie par Taiwan à d' autres pays , la contribution de la République populaire de Chine dans ce domaine doit également être reconnue .
trial.fr-fr.7	assistance	NOUN	fr	7	fr	24	Elle a aussi constitué des équipes d' assistance à la formation composées maintenant de spécialistes ayant l' expérience de le maintien de la paix venus de toutes les régions de le monde .	Les États membres de la CARICOM sont venus à le secours de ce petit territoire qui continue néanmoins d' avoir grand besoin d' une assistance humanitaire , et nous nous tournons vers les Membres de l' ONU pour qu' ils contribuent à la reconstruction de l' île d' Émeraude .
trial.fr-fr.8	mandat	NOUN	fr	14	fr	4	La sécurité de le personnel de l’ ONU doit être partie intégrante de le mandat de toute opération de maintien de la paix et l’ Organisation , de même que les États Membres , doivent adopter toutes les mesures nécessaires pour garantir un niveau approprié de sécurité , car la situation actuelle n’ est pas satisfaisante .	Selon moi , le mandat de le Comité spécial créé par la Conférence de 1995 inclut les positions de tous les Etats .
trial.fr-fr.9	mandat	NOUN	fr	14	fr	23	La sécurité de le personnel de l’ ONU doit être partie intégrante de le mandat de toute opération de maintien de la paix et l’ Organisation , de même que les États Membres , doivent adopter toutes les mesures nécessaires pour garantir un niveau approprié de sécurité , car la situation actuelle n’ est pas satisfaisante .	Leur intégration dans les bureaux extérieurs de les organismes de les Nations Unies a pour but d’ assurer l’ exécution efficace de leur mandat .
trial.fr-fr.10	salut	NOUN	fr	17	fr	16	Le comité que vous avez organisé , dit -il , ne peut pas travailler efficacement à le salut de la patrie .	Seule la grâce , gratuitement octroyée par Dieu , peut alors accomplir l' œuvre de le salut .
trial.fr-fr.11	salut	NOUN	fr	17	fr	1	Le comité que vous avez organisé , dit -il , ne peut pas travailler efficacement à le salut de la patrie .	Le salut à distance est un geste d' harmonie et de politesse , et un symbole de non-agression ( en empêchant une prise de combat , par la poignée de main ) .
